PassengerId,Survived,Pclass,SibSp,Parch,Fare,Survived2,Sex,Deck,Seat,MV_Deck,Embarked,Age2,Age3,MV_Age,Age_Category,Title,Age2_1digito,Family_Size,Age_Inf,Age2_Outlier_ZS,Age3_Outlier_ZS,Age_Inf_Outlier_ZS,Fare_Outlier_ZS,Age2_Outlier_IQR,Age3_Outlier_IQR,Age_Inf_Outlier_IQR,Fare_Outlier_IQR
315,0.0,2,1,1,26.0,Died,male,M,6,1,S,43.0,43.0,0,Middle_Aged,1,4,3,43.0,43.0,43.0,43.0,26.0,43.0,43.0,43.0,26.0
316,1.0,3,0,0,8.0,Survived,female,M,6,1,S,26.0,26.0,0,Adult,3,3,1,26.0,26.0,26.0,26.0,8.0,26.0,26.0,26.0,8.0
317,1.0,2,1,0,26.0,Survived,female,M,6,1,S,24.0,24.0,0,Adult,4,2,2,24.0,24.0,24.0,24.0,26.0,24.0,24.0,24.0,26.0
318,0.0,2,0,0,14.0,Died,male,M,6,1,S,54.0,54.0,0,Senior_Citizen,6,5,1,54.0,54.0,54.0,54.0,14.0,54.0,54.0,54.0,14.0
319,1.0,1,0,2,165.0,Survived,female,C,7,0,S,31.0,31.0,0,Middle_Aged,3,3,3,31.0,31.0,31.0,31.0,165.0,31.0,31.0,31.0,65.0
320,1.0,1,1,1,134.0,Survived,female,E,34,0,C,40.0,40.0,0,Middle_Aged,4,4,3,40.0,40.0,40.0,40.0,134.0,40.0,40.0,40.0,65.0
321,0.0,3,0,0,7.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,7.0,22.0,22.0,22.0,7.0
322,0.0,3,0,0,8.0,Died,male,M,6,1,S,27.0,27.0,0,Adult,1,3,1,27.0,27.0,27.0,27.0,8.0,27.0,27.0,27.0,8.0
323,1.0,2,0,0,12.0,Survived,female,M,6,1,Q,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,12.0,30.0,30.0,30.0,12.0
324,1.0,2,1,1,29.0,Survived,female,M,6,1,S,22.0,22.0,0,Adult,4,2,3,22.0,22.0,22.0,22.0,29.0,22.0,22.0,22.0,29.0
325,0.0,3,8,2,70.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,11,22.0,28.0,28.0,22.0,70.0,28.0,28.0,22.0,65.0
326,1.0,1,0,0,136.0,Survived,female,C,32,0,C,36.0,36.0,0,Middle_Aged,3,4,1,36.0,36.0,36.0,36.0,136.0,36.0,36.0,36.0,65.0
327,0.0,3,0,0,6.0,Died,male,M,6,1,S,61.0,61.0,0,Old,1,6,1,61.0,61.0,61.0,61.0,6.0,54.0,54.0,59.0,6.0
328,1.0,2,0,0,13.0,Survived,female,D,6,0,S,36.0,36.0,0,Middle_Aged,4,4,1,36.0,36.0,36.0,36.0,13.0,36.0,36.0,36.0,13.0
329,1.0,3,1,1,21.0,Survived,female,M,6,1,S,31.0,31.0,0,Middle_Aged,4,3,3,31.0,31.0,31.0,31.0,21.0,31.0,31.0,31.0,21.0
330,1.0,1,0,1,58.0,Survived,female,B,18,0,C,16.0,16.0,0,Teenager,3,2,2,16.0,16.0,16.0,16.0,58.0,16.0,16.0,16.0,58.0
331,1.0,3,2,0,23.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,3,24.0,28.0,27.0,24.0,23.0,28.0,27.0,24.0,23.0
332,0.0,1,0,0,28.0,Died,male,C,124,0,S,46.0,46.0,0,Middle_Aged,1,5,1,46.0,46.0,46.0,46.0,28.0,46.0,46.0,46.0,28.0
333,0.0,1,0,1,153.0,Died,male,C,91,0,S,38.0,38.0,0,Middle_Aged,1,4,2,38.0,38.0,38.0,38.0,153.0,38.0,38.0,38.0,65.0
334,0.0,3,2,0,18.0,Died,male,M,6,1,S,16.0,16.0,0,Teenager,1,2,3,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,18.0
335,1.0,1,1,0,134.0,Survived,female,M,6,1,S,28.0,27.0,1,Adult,4,3,2,27.0,28.0,27.0,27.0,134.0,28.0,27.0,27.0,65.0
336,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
337,0.0,1,1,0,67.0,Died,male,C,2,0,S,29.0,29.0,0,Adult,1,3,2,29.0,29.0,29.0,29.0,67.0,29.0,29.0,29.0,65.0
338,1.0,1,0,0,134.0,Survived,female,E,40,0,C,41.0,41.0,0,Middle_Aged,3,4,1,41.0,41.0,41.0,41.0,134.0,41.0,41.0,41.0,65.0
339,1.0,3,0,0,8.0,Survived,male,M,6,1,S,45.0,45.0,0,Middle_Aged,1,4,1,45.0,45.0,45.0,45.0,8.0,45.0,45.0,45.0,8.0
340,0.0,1,0,0,36.0,Died,male,T,6,0,S,45.0,45.0,0,Middle_Aged,1,4,1,45.0,45.0,45.0,45.0,36.0,45.0,45.0,45.0,36.0
341,1.0,2,1,1,26.0,Survived,male,F,2,0,S,2.0,2.0,0,Toddler,2,0,3,2.0,2.0,2.0,2.0,26.0,3.0,3.0,2.0,26.0
342,1.0,1,3,2,263.0,Survived,female,C,23,0,S,24.0,24.0,0,Adult,3,2,6,24.0,24.0,24.0,24.0,165.0,24.0,24.0,24.0,65.0
343,0.0,2,0,0,13.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,13.0,28.0,28.0,28.0,13.0
344,0.0,2,0,0,13.0,Died,male,M,6,1,S,25.0,25.0,0,Adult,1,2,1,25.0,25.0,25.0,25.0,13.0,25.0,25.0,25.0,13.0
345,0.0,2,0,0,13.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,13.0,36.0,36.0,36.0,13.0
346,1.0,2,0,0,13.0,Survived,female,F,33,0,S,24.0,24.0,0,Adult,3,2,1,24.0,24.0,24.0,24.0,13.0,24.0,24.0,24.0,13.0
347,1.0,2,0,0,13.0,Survived,female,M,6,1,S,40.0,40.0,0,Middle_Aged,3,4,1,40.0,40.0,40.0,40.0,13.0,40.0,40.0,40.0,13.0
348,1.0,3,1,0,16.0,Survived,female,M,6,1,S,28.0,27.0,1,Adult,4,3,2,32.0,28.0,27.0,32.0,16.0,28.0,27.0,32.0,16.0
349,1.0,3,1,1,16.0,Survived,male,M,6,1,S,3.0,3.0,0,Toddler,2,0,3,3.0,3.0,3.0,3.0,16.0,3.0,3.0,3.0,16.0
350,0.0,3,0,0,9.0,Died,male,M,6,1,S,42.0,42.0,0,Middle_Aged,1,4,1,42.0,42.0,42.0,42.0,9.0,42.0,42.0,42.0,9.0
351,0.0,3,0,0,9.0,Died,male,M,6,1,S,23.0,23.0,0,Adult,1,2,1,23.0,23.0,23.0,23.0,9.0,23.0,23.0,23.0,9.0
352,0.0,1,0,0,35.0,Died,male,C,128,0,S,28.0,28.0,1,Adult,1,3,1,47.0,28.0,28.0,47.0,35.0,28.0,28.0,47.0,35.0
353,0.0,3,1,1,7.0,Died,male,M,6,1,C,15.0,15.0,0,Teenager,1,2,3,15.0,15.0,15.0,15.0,7.0,15.0,15.0,15.0,7.0
354,0.0,3,1,0,18.0,Died,male,M,6,1,S,25.0,25.0,0,Adult,1,2,2,25.0,25.0,25.0,25.0,18.0,25.0,25.0,25.0,18.0
355,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
356,0.0,3,0,0,10.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,10.0,28.0,28.0,28.0,10.0
357,1.0,1,0,1,55.0,Survived,female,E,33,0,S,22.0,22.0,0,Adult,3,2,2,22.0,22.0,22.0,22.0,55.0,22.0,22.0,22.0,55.0
358,0.0,2,0,0,13.0,Died,female,M,6,1,S,38.0,38.0,0,Middle_Aged,3,4,1,38.0,38.0,38.0,38.0,13.0,38.0,38.0,38.0,13.0
359,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
360,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
361,0.0,3,1,4,28.0,Died,male,M,6,1,S,40.0,40.0,0,Middle_Aged,1,4,6,40.0,40.0,40.0,40.0,28.0,40.0,40.0,40.0,28.0
362,0.0,2,1,0,28.0,Died,male,M,6,1,C,29.0,29.0,0,Adult,1,3,2,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,28.0
363,0.0,3,0,1,14.0,Died,female,M,6,1,C,45.0,45.0,0,Middle_Aged,4,4,2,45.0,45.0,45.0,45.0,14.0,45.0,45.0,45.0,14.0
364,0.0,3,0,0,7.0,Died,male,M,6,1,S,35.0,35.0,0,Middle_Aged,1,4,1,35.0,35.0,35.0,35.0,7.0,35.0,35.0,35.0,7.0
365,0.0,3,1,0,16.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,2,35.0,28.0,28.0,35.0,16.0,28.0,28.0,35.0,16.0
366,0.0,3,0,0,7.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,7.0,30.0,30.0,30.0,7.0
367,1.0,1,1,0,75.0,Survived,female,D,37,0,C,60.0,60.0,0,Old,4,6,2,60.0,60.0,60.0,60.0,75.0,54.0,54.0,59.0,65.0
368,1.0,3,0,0,7.0,Survived,female,M,6,1,C,28.0,27.0,1,Adult,4,3,1,34.0,28.0,27.0,34.0,7.0,28.0,27.0,34.0,7.0
369,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
370,1.0,1,0,0,69.0,Survived,female,B,35,0,C,24.0,24.0,0,Adult,4,2,1,24.0,24.0,24.0,24.0,69.0,24.0,24.0,24.0,65.0
371,1.0,1,1,0,55.0,Survived,male,E,50,0,C,25.0,25.0,0,Adult,1,2,2,25.0,25.0,25.0,25.0,55.0,25.0,25.0,25.0,55.0
372,0.0,3,1,0,6.0,Died,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,2,18.0,18.0,18.0,18.0,6.0,18.0,18.0,18.0,6.0
373,0.0,3,0,0,8.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,8.0,19.0,19.0,19.0,8.0
374,0.0,1,0,0,136.0,Died,male,M,6,1,C,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,136.0,22.0,22.0,22.0,65.0
375,0.0,3,3,1,21.0,Died,female,M,6,1,S,3.0,3.0,0,Toddler,3,0,5,3.0,3.0,3.0,3.0,21.0,3.0,3.0,3.0,21.0
376,1.0,1,1,0,82.0,Survived,female,M,6,1,C,28.0,27.0,1,Adult,4,3,2,48.0,28.0,27.0,48.0,82.0,28.0,27.0,48.0,65.0
377,1.0,3,0,0,7.0,Survived,female,M,6,1,S,22.0,22.0,0,Adult,3,2,1,22.0,22.0,22.0,22.0,7.0,22.0,22.0,22.0,7.0
378,0.0,1,0,2,212.0,Died,male,C,82,0,C,27.0,27.0,0,Adult,1,3,3,27.0,27.0,27.0,27.0,165.0,27.0,27.0,27.0,65.0
379,0.0,3,0,0,4.0,Died,male,M,6,1,C,20.0,20.0,0,Adult,1,2,1,20.0,20.0,20.0,20.0,4.0,20.0,20.0,20.0,4.0
380,0.0,3,0,0,8.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,8.0,19.0,19.0,19.0,8.0
381,1.0,1,0,0,228.0,Survived,female,M,6,1,C,42.0,42.0,0,Middle_Aged,3,4,1,42.0,42.0,42.0,42.0,165.0,42.0,42.0,42.0,65.0
382,1.0,3,0,2,16.0,Survived,female,M,6,1,C,1.0,1.0,0,Baby,3,0,3,1.0,1.0,1.0,1.0,16.0,3.0,3.0,1.0,16.0
383,0.0,3,0,0,8.0,Died,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,1,32.0,32.0,32.0,32.0,8.0,32.0,32.0,32.0,8.0
384,1.0,1,1,0,52.0,Survived,female,M,6,1,S,35.0,35.0,0,Middle_Aged,4,4,2,35.0,35.0,35.0,35.0,52.0,35.0,35.0,35.0,52.0
385,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
386,0.0,2,0,0,74.0,Died,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,1,18.0,18.0,18.0,18.0,74.0,18.0,18.0,18.0,65.0
387,0.0,3,5,2,47.0,Died,male,M,6,1,S,1.0,1.0,0,Baby,2,0,8,1.0,1.0,1.0,1.0,47.0,3.0,3.0,1.0,47.0
388,1.0,2,0,0,13.0,Survived,female,M,6,1,S,36.0,36.0,0,Middle_Aged,3,4,1,36.0,36.0,36.0,36.0,13.0,36.0,36.0,36.0,13.0
389,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
390,1.0,2,0,0,12.0,Survived,female,M,6,1,C,17.0,17.0,0,Teenager,3,2,1,17.0,17.0,17.0,17.0,12.0,17.0,17.0,17.0,12.0
391,1.0,1,1,2,120.0,Survived,male,B,96,0,S,36.0,36.0,0,Middle_Aged,1,4,4,36.0,36.0,36.0,36.0,120.0,36.0,36.0,36.0,65.0
392,1.0,3,0,0,8.0,Survived,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
393,0.0,3,2,0,8.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,3,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
394,1.0,1,1,0,113.0,Survived,female,D,36,0,C,23.0,23.0,0,Adult,3,2,2,23.0,23.0,23.0,23.0,113.0,23.0,23.0,23.0,65.0
395,1.0,3,0,2,17.0,Survived,female,G,6,0,S,24.0,24.0,0,Adult,4,2,3,24.0,24.0,24.0,24.0,17.0,24.0,24.0,24.0,17.0
396,0.0,3,0,0,8.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
397,0.0,3,0,0,8.0,Died,female,M,6,1,S,31.0,31.0,0,Middle_Aged,3,3,1,31.0,31.0,31.0,31.0,8.0,31.0,31.0,31.0,8.0
398,0.0,2,0,0,26.0,Died,male,M,6,1,S,46.0,46.0,0,Middle_Aged,1,5,1,46.0,46.0,46.0,46.0,26.0,46.0,46.0,46.0,26.0
399,0.0,2,0,0,10.0,Died,male,M,6,1,S,23.0,23.0,0,Adult,6,2,1,23.0,23.0,23.0,23.0,10.0,23.0,23.0,23.0,10.0
400,1.0,2,0,0,13.0,Survived,female,M,6,1,S,28.0,28.0,0,Adult,4,3,1,28.0,28.0,28.0,28.0,13.0,28.0,28.0,28.0,13.0
401,1.0,3,0,0,8.0,Survived,male,M,6,1,S,39.0,39.0,0,Middle_Aged,1,4,1,39.0,39.0,39.0,39.0,8.0,39.0,39.0,39.0,8.0
402,0.0,3,0,0,8.0,Died,male,M,6,1,S,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,8.0,26.0,26.0,26.0,8.0
403,0.0,3,1,0,10.0,Died,female,M,6,1,S,21.0,21.0,0,Adult,3,2,2,21.0,21.0,21.0,21.0,10.0,21.0,21.0,21.0,10.0
404,0.0,3,1,0,16.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,2,28.0,28.0,28.0,28.0,16.0,28.0,28.0,28.0,16.0
405,0.0,3,0,0,9.0,Died,female,M,6,1,S,20.0,20.0,0,Adult,3,2,1,20.0,20.0,20.0,20.0,9.0,20.0,20.0,20.0,9.0
406,0.0,2,1,0,21.0,Died,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,2,34.0,34.0,34.0,34.0,21.0,34.0,34.0,34.0,21.0
407,0.0,3,0,0,8.0,Died,male,M,6,1,S,51.0,51.0,0,Senior_Citizen,1,5,1,51.0,51.0,51.0,51.0,8.0,51.0,51.0,51.0,8.0
408,1.0,2,1,1,19.0,Survived,male,M,6,1,S,3.0,3.0,0,Toddler,2,0,3,3.0,3.0,3.0,3.0,19.0,3.0,3.0,3.0,19.0
409,0.0,3,0,0,8.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
410,0.0,3,3,1,25.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,5,6.0,28.0,27.0,6.0,25.0,28.0,27.0,6.0,25.0
411,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
412,0.0,3,0,0,7.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,7.0,28.0,28.0,33.0,7.0
413,1.0,1,1,0,90.0,Survived,female,C,78,0,Q,33.0,33.0,0,Middle_Aged,3,3,2,33.0,33.0,33.0,33.0,90.0,33.0,33.0,33.0,65.0
414,0.0,2,0,0,0.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,0.0,28.0,28.0,33.0,0.0
415,1.0,3,0,0,8.0,Survived,male,M,6,1,S,44.0,44.0,0,Middle_Aged,1,4,1,44.0,44.0,44.0,44.0,8.0,44.0,44.0,44.0,8.0
416,0.0,3,0,0,8.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,4,3,1,44.0,28.0,27.0,44.0,8.0,28.0,27.0,44.0,8.0
417,1.0,2,1,1,32.0,Survived,female,M,6,1,S,34.0,34.0,0,Middle_Aged,4,3,3,34.0,34.0,34.0,34.0,32.0,34.0,34.0,34.0,32.0
418,1.0,2,0,2,13.0,Survived,female,M,6,1,S,18.0,18.0,0,Teenager,3,2,3,18.0,18.0,18.0,18.0,13.0,18.0,18.0,18.0,13.0
419,0.0,2,0,0,13.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,13.0,30.0,30.0,30.0,13.0
420,0.0,3,0,2,24.0,Died,female,M,6,1,S,10.0,10.0,0,Child,3,1,3,10.0,10.0,10.0,10.0,24.0,10.0,10.0,10.0,24.0
421,0.0,3,0,0,8.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,8.0,28.0,28.0,26.0,8.0
422,0.0,3,0,0,8.0,Died,male,M,6,1,Q,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
423,0.0,3,0,0,8.0,Died,male,M,6,1,S,29.0,29.0,0,Adult,1,3,1,29.0,29.0,29.0,29.0,8.0,29.0,29.0,29.0,8.0
424,0.0,3,1,1,14.0,Died,female,M,6,1,S,28.0,28.0,0,Adult,4,3,3,28.0,28.0,28.0,28.0,14.0,28.0,28.0,28.0,14.0
425,0.0,3,1,1,20.0,Died,male,M,6,1,S,18.0,18.0,0,Teenager,1,2,3,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,20.0
426,0.0,3,0,0,7.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,7.0,28.0,28.0,28.0,7.0
427,1.0,2,1,0,26.0,Survived,female,M,6,1,S,28.0,28.0,0,Adult,4,3,2,28.0,28.0,28.0,28.0,26.0,28.0,28.0,28.0,26.0
428,1.0,2,0,0,26.0,Survived,female,M,6,1,S,19.0,19.0,0,Teenager,3,2,1,19.0,19.0,19.0,19.0,26.0,19.0,19.0,19.0,26.0
429,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
430,1.0,3,0,0,8.0,Survived,male,E,10,0,S,32.0,32.0,0,Middle_Aged,1,3,1,32.0,32.0,32.0,32.0,8.0,32.0,32.0,32.0,8.0
431,1.0,1,0,0,27.0,Survived,male,C,52,0,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,27.0
432,1.0,3,1,0,16.0,Survived,female,M,6,1,S,28.0,27.0,1,Adult,4,3,2,32.0,28.0,27.0,32.0,16.0,28.0,27.0,32.0,16.0
433,1.0,2,1,0,26.0,Survived,female,M,6,1,S,42.0,42.0,0,Middle_Aged,4,4,2,42.0,42.0,42.0,42.0,26.0,42.0,42.0,42.0,26.0
434,0.0,3,0,0,7.0,Died,male,M,6,1,S,17.0,17.0,0,Teenager,1,2,1,17.0,17.0,17.0,17.0,7.0,17.0,17.0,17.0,7.0
435,0.0,1,1,0,56.0,Died,male,E,44,0,S,50.0,50.0,0,Middle_Aged,1,5,2,50.0,50.0,50.0,50.0,56.0,50.0,50.0,50.0,56.0
436,1.0,1,1,2,120.0,Survived,female,B,96,0,S,14.0,14.0,0,Teenager,3,1,4,14.0,14.0,14.0,14.0,120.0,14.0,14.0,14.0,65.0
437,0.0,3,2,2,34.0,Died,female,M,6,1,S,21.0,21.0,0,Adult,3,2,5,21.0,21.0,21.0,21.0,34.0,21.0,21.0,21.0,34.0
438,1.0,2,2,3,19.0,Survived,female,M,6,1,S,24.0,24.0,0,Adult,4,2,6,24.0,24.0,24.0,24.0,19.0,24.0,24.0,24.0,19.0
439,0.0,1,1,4,263.0,Died,male,C,23,0,S,64.0,64.0,0,Old,1,6,6,64.0,64.0,64.0,64.0,165.0,54.0,54.0,59.0,65.0
440,0.0,2,0,0,10.0,Died,male,M,6,1,S,31.0,31.0,0,Middle_Aged,1,3,1,31.0,31.0,31.0,31.0,10.0,31.0,31.0,31.0,10.0
441,1.0,2,1,1,26.0,Survived,female,M,6,1,S,45.0,45.0,0,Middle_Aged,4,4,3,45.0,45.0,45.0,45.0,26.0,45.0,45.0,45.0,26.0
442,0.0,3,0,0,10.0,Died,male,M,6,1,S,20.0,20.0,0,Adult,1,2,1,20.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0
443,0.0,3,1,0,8.0,Died,male,M,6,1,S,25.0,25.0,0,Adult,1,2,2,25.0,25.0,25.0,25.0,8.0,25.0,25.0,25.0,8.0
444,1.0,2,0,0,13.0,Survived,female,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,13.0,28.0,28.0,28.0,13.0
445,1.0,3,0,0,8.0,Survived,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
446,1.0,1,0,2,82.0,Survived,male,A,34,0,S,4.0,4.0,0,Toddler,2,0,3,4.0,4.0,4.0,4.0,82.0,4.0,4.0,4.0,65.0
447,1.0,2,0,1,20.0,Survived,female,M,6,1,S,13.0,13.0,0,Teenager,3,1,2,13.0,13.0,13.0,13.0,20.0,13.0,13.0,13.0,20.0
448,1.0,1,0,0,27.0,Survived,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,1,34.0,34.0,34.0,34.0,27.0,34.0,34.0,34.0,27.0
449,1.0,3,2,1,19.0,Survived,female,M,6,1,C,5.0,5.0,0,Child,3,0,4,5.0,5.0,5.0,5.0,19.0,5.0,5.0,5.0,19.0
450,1.0,1,0,0,30.0,Survived,male,C,104,0,S,52.0,52.0,0,Senior_Citizen,6,5,1,52.0,52.0,52.0,52.0,30.0,52.0,52.0,52.0,30.0
451,0.0,2,1,2,28.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,4,36.0,36.0,36.0,36.0,28.0,36.0,36.0,36.0,28.0
452,0.0,3,1,0,20.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,2,27.0,28.0,28.0,27.0,20.0,28.0,28.0,27.0,20.0
453,0.0,1,0,0,28.0,Died,male,C,111,0,C,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,28.0,30.0,30.0,30.0,28.0
454,1.0,1,1,0,89.0,Survived,male,C,92,0,C,49.0,49.0,0,Middle_Aged,1,5,2,49.0,49.0,49.0,49.0,89.0,49.0,49.0,49.0,65.0
455,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
456,1.0,3,0,0,8.0,Survived,male,M,6,1,C,29.0,29.0,0,Adult,1,3,1,29.0,29.0,29.0,29.0,8.0,29.0,29.0,29.0,8.0
457,0.0,1,0,0,27.0,Died,male,E,38,0,S,65.0,65.0,0,Old,1,6,1,65.0,65.0,65.0,65.0,27.0,54.0,54.0,59.0,27.0
458,1.0,1,1,0,52.0,Survived,female,D,21,0,S,28.0,27.0,1,Adult,4,3,2,40.0,28.0,27.0,40.0,52.0,28.0,27.0,40.0,52.0
459,1.0,2,0,0,10.0,Survived,female,M,6,1,S,50.0,50.0,0,Middle_Aged,3,5,1,50.0,50.0,50.0,50.0,10.0,50.0,50.0,50.0,10.0
460,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
461,1.0,1,0,0,27.0,Survived,male,E,12,0,S,48.0,48.0,0,Middle_Aged,1,5,1,48.0,48.0,48.0,48.0,27.0,48.0,48.0,48.0,27.0
462,0.0,3,0,0,8.0,Died,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,1,34.0,34.0,34.0,34.0,8.0,34.0,34.0,34.0,8.0
463,0.0,1,0,0,38.0,Died,male,E,63,0,S,47.0,47.0,0,Middle_Aged,1,5,1,47.0,47.0,47.0,47.0,38.0,47.0,47.0,47.0,38.0
464,0.0,2,0,0,13.0,Died,male,M,6,1,S,48.0,48.0,0,Middle_Aged,1,5,1,48.0,48.0,48.0,48.0,13.0,48.0,48.0,48.0,13.0
465,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
466,0.0,3,0,0,7.0,Died,male,M,6,1,S,38.0,38.0,0,Middle_Aged,1,4,1,38.0,38.0,38.0,38.0,7.0,38.0,38.0,38.0,7.0
467,0.0,2,0,0,0.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,0.0,28.0,28.0,33.0,0.0
468,0.0,1,0,0,27.0,Died,male,M,6,1,S,56.0,56.0,0,Senior_Citizen,1,6,1,56.0,56.0,56.0,56.0,27.0,54.0,54.0,56.0,27.0
469,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
470,1.0,3,2,1,19.0,Survived,female,M,6,1,C,1.0,1.0,0,Baby,3,0,4,1.0,1.0,1.0,1.0,19.0,3.0,3.0,1.0,19.0
471,0.0,3,0,0,7.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,7.0,28.0,28.0,28.0,7.0
472,0.0,3,0,0,9.0,Died,male,M,6,1,S,38.0,38.0,0,Middle_Aged,1,4,1,38.0,38.0,38.0,38.0,9.0,38.0,38.0,38.0,9.0
