"IDpol","ClaimAmount"
2097394,7475.48
2076748,1172
74306,804.36
2076672,321.6
2198347,1172
2076807,1172
149242,1128.12
2125093,772.15
2097426,586
168930,1128.12
2200594,85.68
2185229,881.6
2061080,1182.91
2125087,1172
2097537,861.49
2205491,109743.72
2097503,1797.07
2076791,1172
2178368,1097.67
2097523,2231.38
2061098,76.49
2125141,1937
2125153,1172
2061136,1021.17
2097449,1172
2202612,33.86
2194473,1172
2179964,465.07
2063080,742.57
2175726,1172
2211752,2317.28
2063214,2563.92
2063001,399.15
2063237,1172
2103030,150
2193395,3598.74
2205542,91
2063253,431.98
2210525,1172
2047416,1172
2142833,88.23
2062998,183.35
2103124,1800.84
2188189,5808.85
2181542,1172
34720,1128.12
2185867,11.08
2185974,1172
2069729,1172
73871,5335.72
2207846,65.18
2207948,1754.61
73977,1128.12
2200889,5026.38
2103014,722.26
2210525,649.01
2047533,1172
2103395,773.11
40879,1128.12
2047561,1172
2132229,1172
2103019,111.89
2184422,4828.73
2103168,1111.02
2161138,1172
2063119,148.33
2161144,5731.69
2115842,405
2193395,1247.95
2103391,1172
2063253,1172
2103295,1976.11
2103091,70.2
2063099,1172
2069082,1172
2189168,1172
138365,12604.29
2106101,249.13
2097259,1172
2138873,1172
2097308,1172
2106131,1172
2138892,1172
2125764,1172
2084149,1500
2106169,231.72
2138883,1172
2083915,1172
2083900,415.45
2083900,1005.7
2138834,2178.9
2097159,346.59
2097208,1172
78579,1128.12
2097289,438.98
2125797,1172
2083838,1326.62
2083848,120.64
2138911,1500
2139022,1835.88
2084173,1172
2083903,1172
2084075,1172
2125775,1172
2125713,1204.99
2139053,608
2139079,126
78571,5501.9
2139091,1172
2125675,1172
2125619,1700.19
2129111,50000
2097322,1417.05
2129117,402.32
78655,3244.73
2125630,283.58
2128986,1172
2139050,1172
2138883,4172
2125806,1172
2156368,2344
2083964,3033
161453,2240.36
78656,41614.72
2106223,2095.14
2084018,76
2084125,1151.31
2139113,1172
2125743,1172
78632,1128.12
2125683,514.42
2139158,1146.2
2205793,586
2110998,1172
2052214,2816.04
2052812,72.55
2179598,354.02
2052198,6172
2047720,1172
2052363,1172
2178734,1172
2211527,1172
2193335,826.56
2052249,2670.6
2052230,940.71
2178915,1172
44106,1128.12
2188903,377.54
2183511,4128
2192265,1172
2046225,989.11
2178984,1172
2136695,3420.82
2180492,1172
2052793,956.84
2110989,555.56
2136551,9963.24
2136487,183.04
2153131,2572.25
2048852,1172
2191491,78.16
2193524,427.27
2176178,10818.01
2111069,751.44
2177118,1172
39157,352.06
2211410,2372.71
2136427,78.16
2193524,1172
2052581,78.16
2136470,1172
2047708,39.28
135273,1502.57
2052319,811.6
2049031,1172
2115207,1172
2136633,1515.61
131628,1128.12
2177245,1172
2049020,1172
2088136,1172
2088087,2672
2088107,1172
2088211,1172
2076289,1294.95
2076056,2586
2076218,70
2088139,1434.76
2088130,205.82
2211108,733.67
2105656,6.27
2121661,443.12
44078,1128.12
2088265,1587.59
2088233,1172
2121852,70
154767,1128.12
2121659,1172
2088097,839
2088094,1172
2121800,1172
2105634,31
2105700,23075.88
2121845,1172
2105723,2760.86
2076133,1578.33
2088101,1172
2076306,9224.59
2121918,586
2105710,767.13
2076169,1172
2211009,2601.07
2105652,1172
2121962,3982.38
2088228,70
2121787,12378.38
2088184,50880
44370,2250.06
2075968,70
2105540,2000
2121960,1381.84
2144432,70
2076041,1486.01
2076230,1172
2088158,3385
54702,564.06
2105723,1172
2144432,1172
2121907,1172
2076160,2015.54
2144447,1172
2121663,259.79
2121951,750.64
2144440,580.93
2088139,530.31
2076037,107
2212101,1172
2076079,678.13
2144594,216.79
149842,620.31
2127277,760.09
2127188,3043.08
2127294,1172
2127352,1172
110846,1128.12
2127248,1172
2127398,1172
2113319,1172
2113308,1172
2107481,1172
2119103,1468.07
169588,637.51
2210727,88.65
2107546,441.34
2107454,1172
2107496,547.4
28610,1128.12
2139676,2674.41
2139797,1365.15
2107471,81.51
2139630,1172
2107467,1463.84
2139608,791.68
2139772,1172
2107699,86.89
2139630,1172
2139767,1172
2153661,820.24
2101154,1172
110846,1403057.4
2135791,1172
2101257,189.77
2122493,66.97
2122521,9982.44
2122609,31172
110888,1128.12
2135738,5402.37
2153642,1172
2101292,2254.11
2135748,29073.46
2135564,586
2211463,1172
2101186,1172
2153434,254.33
2135783,2463.22
2153419,1172
2153422,3036
2153758,1172
2135643,825.02
2153642,1172
2122508,1172
2165862,1172
2122644,135.04
2165895,4114.87
2153628,1384.56
2153473,500
2153539,1172
2153380,3267.75
2153507,2172
2153392,1236.75
2153354,1172
2153447,1172
2100989,1172
2153616,1166.44
2129708,544.77
2147667,15756.39
2147400,465.73
2147286,23468.3
2099307,1172
2147553,1172
2147557,2046.1
2129726,1172
2099707,1172
2099503,2881.27
110847,142.07
2209032,799.99
2099514,1172
2099549,47.24
2162016,236.17
2130422,23.43
2087242,1172
2130403,12965.9
2146667,1172
164767,1218.28
2081353,1172
2130349,1918.25
2132394,1359.86
2130386,4435.16
2130386,1246.2
2087243,504.94
44111,1128.12
2106127,631.8
2139079,1172
2156386,815.15
2084128,1172
40746,1253.08
143860,1128.12
2125636,5127.2
2097202,1172
2139053,284
2125627,1172
2106084,1172
2097154,1172
2084014,1172
2139076,1507.82
2097304,243
2129112,1172
2156549,9901.03
2106235,1172
2097154,5778.73
2129178,1134.13
2156443,1592.19
2106191,2364.75
129714,1128.12
2162166,2172
2099455,1172
2147563,1172
2147663,1172
2099543,1133.69
2147506,1172
2134827,1172
2134693,1172
53747,1128.12
2153415,93.17
2153526,342.11
2135735,1172
2153760,1172
2165934,1172
2135661,1172
44416,130.14
2137363,1114.98
2114731,1172
2209532,1532.06
2066443,1172
2066490,5662.86
2159217,60.13
2167598,1172
110807,1128.12
2198534,2172
3199773,638.22
3208013,1204
3050171,65.14
3050995,834.92
3129451,1749.52
3212303,1694.07
3208153,32288.28
3141865,1204
3212779,1269.6
3208993,1204
3212687,1204
3196600,4503.68
3185209,1204
3210888,2704
3097337,317.24
3049442,1204
3210802,1204
3210942,1204
3213072,1204
3213370,195.2
3074197,1204
3142544,330.19
3073988,1204
3084221,75.99
3084386,1389.7
22303,66.32
3074050,1204
3104225,1204
3142345,769.39
3120215,1204
3092797,1204
3074012,1204
3142414,602
142376,2649.93
3084368,938.4
3158666,1204
3142392,1204
152528,1407.63
3073983,1204
3120199,1204
3158696,1204
3158686,1204
110881,1128.12
3142430,89.46
3211415,166.63
3142607,16.98
3142556,1204
3210515,51.66
3074279,735.7
3142629,33.3
110913,1201.58
3158807,44.52
3207828,1204
3084388,964.04
3172632,760.88
3158783,2508.68
110923,1128.12
3172617,2566.27
3158696,1760.27
3158733,1204
47449,1128.12
3142339,1204
3158748,3204
3092762,1204
3084429,2472.69
3120226,1204
63437,1128.12
47526,36.94
3158716,1204
3158818,8804
3060129,1204
3060325,622.67
3180557,3204
3060601,179.6
3060582,1204
3060606,1819.23
3201415,1304
3060160,1204
3060545,3182.14
3060562,1204
3186332,196.2
3060463,1204
3060263,1204
3060306,517.45
3060574,14854.44
3060212,3885.31
3060391,1471.98
3060428,105.09
3060142,7940.38
3060402,3139.18
3060186,1609.57
136967,1128.12
3060363,1204
3182031,370
3187496,2205.71
3060643,772
3195871,1171.6
3060483,1585.5
3208865,1204
94073,1031.23
3060194,1204
3187448,1204
3060662,1204
3144335,1204
3124448,1827.72
3144355,78.61
3124260,10.99
3144345,1408.1
3113080,1204
3211384,2408.93
3113077,4327.48
3124426,16.79
3144416,2408
3078610,1204
3124271,1511.5
3144292,1204
3113018,1346.56
3102362,1204
3102330,602
3078661,1204
60847,1128.12
3167248,78.61
3167239,2704
3124490,1676.63
3078539,1204
3167214,1204
3124248,2600
3144347,3091.09
3144281,1204
3144298,510.31
47307,72.56
3078667,1204
3124301,1204
3124362,1204
3167226,1204
3167226,1204
3053154,1204
3204253,1204
3053107,1204
3141835,1204
3098287,1204
3141836,1204
3213277,834.38
3141845,1204
3141842,95.66
3186312,1204
105786,1235
3141835,1204
3053115,1204
3213155,1204
3081750,1204
3143121,1204
3143072,75
3143195,1204
3142999,4251.04
3143953,1204
108817,81.46
3134277,4089.55
3186368,1204
3143059,1261
3143235,1204
3055976,1204
3195304,1204
3081561,2217
3177873,2068
3142997,85.16
3186368,1418.67
3193304,1693.82
3081661,987.12
3188608,74.98
3170363,1204
154280,902.28
3195117,1204
3142999,1026.63
3177954,99.51
3057395,3099.54
3055968,1204
3143098,1204
3081683,473.69
47445,1128.12
3143193,16.31
3057340,1204
3143104,1204
3142982,648.41
3191547,1204
3143127,1204
3170389,1204
144285,1128.12
3081676,1385.98
3057414,3985.84
3170448,1204
3143180,1204
108902,1128.12
3143252,1204
3195305,3750
3081728,1204
105821,3127.61
3057349,7768.48
3149619,66.52
3149941,1204
3162511,1204
3162775,1259.29
3075178,1204
3162645,1204
3075236,602
3085522,1204
3149868,1204
3162736,480.97
105800,1128.12
3149719,2642.92
3149951,5612.55
3136114,1204
3149714,15
3085262,1204
3162518,1204
3075286,3204
3085619,1204
3136297,1204
170654,1128.12
3085454,503.52
3075238,1204
3208396,1204
3136117,1204
133421,2265.55
3136270,53.73
3162581,1204
3085262,15162.44
3162645,2874.11
3100934,274.89
3149885,1238.02
3091694,1204
3124574,1204
3124696,137.01
3171173,1204
3149708,6709.75
3091747,1204
3111295,1204
3100962,115.85
3162737,10811.7
3162563,1204
3100736,1204
3075273,122.21
3091655,1204
3162563,518.12
153865,1428.12
3162742,1204
3149787,1699.76
3171143,1204
3149895,21.27
3149929,1204
3091757,1204
3111470,1204
3100736,85
3162786,1204
3091691,533.3
3100799,241.01
3085498,1204
47586,1128.12
3162730,1204
3171204,1340.59
3085242,5204
3149889,3572.13
3085451,1204
3171099,1204
3162581,1204
3171157,237.17
3171207,1204
3171200,148.49
3124522,35831
3171164,85
3149924,1204
108786,9512.82
3171248,3095
3075507,1204
3149941,522.57
3162837,616.8
3075216,2237.33
3162812,362.03
3171209,72.01
3149805,1041.9
39034,87.33
3149933,1204
3171204,1204
3171159,1204
3136339,1083.57
3175232,2191.87
3175227,659.49
3162795,2772.04
105861,1128.12
3149933,1204
3124578,1204
3085553,1204
3111476,597.07
3136316,1204
3171176,602
3171108,1259.62
3124664,1204
3075526,1204
47418,3695.26
3124506,350.03
3162568,1204
3075383,1204
3124612,1204
3171186,35.46
3162529,1204
3085627,428.26
3111377,705.53
3171150,1204
3162792,1204
3085234,1204
3103459,146.24
3083061,1468.49
3121257,2474.74
3058418,20000
3103544,1204
3207357,14064
3121434,80.92
3141388,1962.2
3083079,9.68
3103512,1109.52
3141462,2697.98
3058335,1204
3192731,1204
145587,85.68
3121447,2602.76
3141181,1500
3083166,147.71
3083035,911.16
3103593,1204
3121320,1204
3141407,80.92
3103562,1204
3083226,1204
3141091,1643.62
3141292,237.9
3141307,21.68
3212228,1528.1
3058412,450
3058352,1204
3194185,97.37
3058437,97.26
3121395,2315.25
3058388,1140.66
108910,1697.37
3141271,4290.78
3083141,2204
3121451,1204
3163795,1204
3206167,1204
3201098,217.92
105711,1128.12
3141419,1204
3141351,1204
3141292,101.25
3083014,602
3163775,40.26
3121345,1204
3206696,123.69
3121242,1204
3083162,1204
3083313,117.71
3141417,450
3083301,2076.36
3058485,1204
3141167,443.71
3141462,4114
3103555,179.46
3207367,119.93
3163790,76
3163824,3290.59
3103475,1204
3103512,602
3141294,1204
3078012,359.04
3077855,1204
3090570,2204
3155553,1204
3135046,4476
3155548,85.84
3077933,1714.01
3135019,799.66
3135019,1204
3077897,762.39
3155534,76
3134668,76
3134847,1204
127347,1213.09
3210128,47.83
3209507,1204
3134940,76
108896,2702.97
3090522,602
3155696,76
3208411,80.51
3112745,1204
108887,1128.12
3155472,14233.35
3112586,1204
3112741,1204
152260,9315.49
3155480,2875.5
3077885,1204
3112608,76.01
3090578,9.75
3155569,1204
3170779,1204
3078006,967.84
3155468,1064.4
3077820,1204
3135060,1658.37
3134651,617
3077872,3220.86
3077995,866.28
3155638,602
3090687,1204
3090560,1147.47
3212805,1204
3155542,284.25
3134936,733.94
3077777,1204
3134979,1204
3211823,90.89
3134739,767.65
3078041,5218.22
3155698,1204
62207,4317.59
3112556,3006.31
3134715,376.01
3112717,1204
3134651,1204
3078094,916.09
87113,725.31
3112601,1204
3155709,395.91
3170850,1204
3062291,2812.08
3126240,5391.86
3093701,530.63
3180942,1204
61652,1128.12
3196299,1204
3143476,1142.02
3143476,963.51
3143368,981.56
3152696,375.97
3196073,288.3
3082897,89.15
62071,1074.25
3143441,1075.07
3093759,17232.93
3082982,1015.79
3181936,1204
3181056,1204
3186468,256.22
3181037,1204
3184963,76
3062218,486.09
3049140,3412.88
3194285,328.1
44920,1128.12
3093713,89.91
3143375,76
62090,861.79
3143464,678.42
3173331,281.64
3049209,1204
3170935,2102
3116763,4981.58
3207092,900.6
3173341,76
3211757,1204
3143366,602
3194780,1204
3062203,602
3181953,602
3173365,1228.1
3200641,101.66
3062298,206.1
3173373,357.81
3210290,3881.82
86977,441.76
3170914,1204
3170902,684.39
3093717,1204
3108922,1204
3151043,1204
3094855,3053.82
35500,1128.12
3094864,602
87092,9743.71
3150940,168.28
3150826,78.16
3126800,1204
3207285,9.9
3170574,779.2
3170629,1204
3138311,27504
3073205,1204
3048706,1204
3094885,1142.39
62033,1164.34
3094945,1204
3161117,1204
3160871,727.54
3170681,2540.27
3058041,1204
3092337,1204
3211454,1204
3170659,221.38
3170743,1204
3126982,3147.86
3193669,1204
3126934,1973.86
3073143,1204
3170601,1681.26
3170716,1740
3170589,288.38
3084666,1204
3092208,16.92
3084626,1204
3127007,78.16
100568,1128.12
3058043,78.16
3173816,1500
3173816,1485.5
3190979,1204
86977,1410.16
3213288,1204
3160818,2095.04
87086,1128.12
3094947,610
3117015,1204
3170727,1204
3170629,1204
100617,729.93
3160841,957.76
3173855,5898.44
100488,795.14
3058090,1204
3150985,2358.61
3058034,1204
3161082,1204
3151044,1204
3092238,483.61
3179699,1204
3080654,2113.9
3150807,230.23
3117042,1204
3058090,972.61
3058103,1550
3058061,1204
3150843,1204
3170663,3638.91
3161099,1204
3173849,1304.13
3058154,602
3058082,1204
3080598,1204
3160996,610
3150974,635.23
3160884,2113.01
61661,59.99
3170582,1218
3173886,1204
87021,1128.12
3150783,1204
3213634,1204
3084500,1204
3170628,78.16
3205942,1204
3170592,1204
3084650,75
3139487,1713.12
87096,4963.16
3139372,1204
3198103,1204
3139440,1204
3139272,1204
3110548,1204
3198104,1204
3082055,1204
3082110,1779.93
3081906,1204
3160053,460
3139424,4945.11
3082014,1204
61946,1128.12
3139487,1291.61
3110581,1967.88
3082112,358.23
3048438,155.09
3081972,3203.24
3058191,1204
3139437,1204
3160076,1087.18
3082055,295.52
3160074,602
3208717,1204
3081816,515.13
3139451,1338.95
3082084,428.91
3082140,1000
3139485,3251.61
3110670,5152
3110747,1204
3160106,925.08
3139242,602
3082120,954.49
3110587,1204
3110740,1204
3084994,1204
3084912,3368.89
3085025,3100
100592,1128.12
3085040,602
3084670,1204
3145752,756.31
3050381,145.16
3066398,755.19
140329,1159.53
3066368,1204
3066396,961.21
3125373,1637.46
3141883,1112.65
3066264,1166.78
3110491,92.62
61976,8682.4
3188751,2152.38
3203574,1204
3066285,1204
3141927,1204
3169777,1204
3075166,2014.24
3157848,839.53
3169771,395.88
3074964,2204
3169844,76.01
3101844,555.83
3074966,602
63352,404.79
86779,1128.12
3169619,1204
3169929,1204
3158102,700.45
3075166,1601.75
3169906,431.4
3091115,1926.3
3143347,76.01
3157920,556.26
3157858,5262.57
3169852,67.35
100269,1128.12
3158065,1204
3157902,1204
3130109,616.15
3116496,1204
3130092,1204
3169786,779.13
114585,14.98
3157867,1462.56
86808,200
3101988,1204
3169644,1204
3101761,341.01
3116388,1204
114478,805.88
3130111,1204
3169602,444.36
87015,1128.12
3169634,1204
3157883,4165.42
176433,1128.12
3169649,1204
3157871,1204
3169905,1204
3101803,419
3143302,76.01
3074792,530.23
3091037,75.11
3130144,1204
3157935,843.59
3130131,76.01
3157798,1204
3169705,1345
100306,1128.12
3116502,34.05
3101807,737.6
61856,809.7
76824,1788.63
61727,1128.12
3158176,228.53
3169868,1204
3074764,200
3169934,1204
3169908,269.13
3130083,1282.9
3116356,1204
3169889,1204
3169832,722.92
3170065,456.08
62194,1128.12
3157706,1204
3169962,1204
3116408,860.93
3169859,687.45
3130139,1204
61653,1128.12
3076380,1285.32
3076370,177.97
3076340,414.72
62179,67.46
3076438,1895.15
3140053,602
3140025,255.53
3076479,1204
3209483,1204
3210775,712.24
3076479,1204
3140111,2978.25
3140046,1204
3140128,1516.54
3140165,1329.81
57388,642.34
20867,1128.12
3076443,1204
62195,1128.12
3076506,1204
3212413,1204
3076578,1204
3094531,35.46
3140129,1204
3140091,1204
100373,1128.12
3076638,1204
3140189,1204
3140148,1204
3209483,1047.95
100382,1990.15
3140178,1204
3094554,1204
3188412,1204
3065955,1204
3117417,1204
3048409,1204
3181284,1204
3192617,1204
3065828,1204
100447,1128.12
3087864,1204
3117441,70.2
3117351,77.37
3117321,1204
3087760,1204
3181284,1204
3199159,147.63
3197828,453.64
3210575,1204
3198203,1204
61755,410.85
3153504,3031.39
3208913,1204
3101081,1536.86
3153511,108.23
3166073,1204
3153710,1204
3135472,1204
3153482,1204
3101086,1204
3135543,1204
3101135,1204
3166006,80.37
3211100,1500
3165993,1204
3166103,1204
3101077,1204
3135478,1204
3101230,1204
3153492,600.45
3172489,1032.22
3166086,1204
3135572,1204
87518,79.14
86955,1144.89
3153517,1204
3153687,1204
87127,1128.12
3166102,1204
3153424,6867.11
3153681,20.2
3153518,3425.28
3166102,1204
3135508,2408
3153673,2204
3166014,1204
3057993,1300.78
3182818,1204
100629,1128.12
3138563,1204
3049916,425.8
3113373,1204
3138569,1108.37
3113354,2100
3088871,1825
3199033,103.41
3138583,271.58
61888,1128.12
142948,107.4
87123,199.23
3113447,1400.65
3138604,1204
3138592,2655.4
3196552,1204
3138616,1204
3212577,1204
3088814,10495.12
3186671,231.93
61656,1128.12
3138551,2193.04
3138557,1204
3048402,336.38
3194550,1204
3208467,483.83
3138569,1204
3088867,1204
3204919,1977.05
3051698,1204
3138713,2353.81
3106506,1704
3074291,1204
3104335,1204
3138700,976.4
3106500,1204
3074312,1204
3106522,1204
3074322,981.33
114568,8169.67
3138770,836.14
3138777,1204
3201791,4204
3106656,2864.38
3104352,2115
3138756,1204
3138782,1076.17
3106660,1204
3138779,1574.98
3138806,1743.61
3106541,74.5
3074324,253.5
100442,1287.8
3146708,843
3171909,247.15
3146599,1204
3171920,1451.35
3075605,1588.1
3097026,1013.58
3130244,522.4
3097036,1204
3130439,1204
3171958,446.25
3075709,1204
64612,2059.77
3146366,1204
3171887,1204
3171977,1204
3075751,730.51
3146550,512.75
64664,5585.68
3097075,1204
177926,1215.41
3081455,286
3075698,1339.58
3087221,2440.38
3146584,1204
3171952,2204
3146383,14464
3171966,4927.79
3171929,1204
64644,1128.12
3106818,1204
3172004,3134.41
3171914,1204
176086,1128.12
3097005,1204
64154,2548.47
3196904,1204
3123902,2249.08
3199227,336.41
3187655,2064.66
3047727,1204
64373,1128.12
3099902,76.01
3159906,94.88
3050690,1204
3123759,1204
3123824,1204
64602,81.32
3123749,1204
3049672,1204
3204395,4656.42
3099755,1204
3123917,1204
3062882,602
3199298,1204
3123824,1329.66
3090296,1204
64436,1490.24
3159957,1204
3062825,1204
3062926,1204
3050690,1204
64169,1128.12
3195631,9785.67
3090252,200
3123731,123.92
3062971,374.02
3184965,15.71
3124003,1204
3123977,1204
3124028,1612.76
3124014,1204
176282,69.29
3123716,98.06
3062960,1200
3187476,76.01
3198001,5331.64
3123701,1204
3196904,1204
3184303,263.83
3124001,1204
3159991,1204
3160025,1204
3123877,1326.49
3123808,5652.15
3123782,1475
3185427,824.91
3159989,633
3096482,1204
3096345,75.98
3096468,1204
3091925,250
3096555,1204
3053268,101.44
3053277,536.24
3096521,1204
3183249,76.01
64308,86.61
3195884,1204
3060770,1204
3112459,1204
3060776,602
175095,1128.12
3112521,1204
3087352,1519.23
3048923,1204
3112514,1204
3087399,1204
3051248,1204
64319,1128.12
3051398,60.31
3051248,602
3179825,331.49
3179075,425.57
91660,1128.12
3051392,317.02
3051474,692.88
3051561,4204
3145946,1204
3145950,602
3051413,1204
3051480,1204
3051436,1200.85
3051619,351.24
3051331,1204
3213538,1204
64652,241.16
3126162,1732.33
3201174,1204
3126000,3204
3196701,1204
3126124,2870.02
3126022,75.99
3126176,5362.64
3210490,121.68
3126172,422.64
3057785,1204
3189107,1204
3126142,602
3213050,642.64
3152211,563.93
3114332,602
3072246,2204
3049421,2681.5
3152124,1204
3204359,1204
3211271,1204
64533,7171.56
3072246,1204
3046698,1204
3209938,1101
3185479,7403.37
3152094,5010.2
3184785,1204
91651,1128.12
3152151,1204
3152137,148.25
64409,662.19
3204808,1204
3192671,1204
3195224,1204
3212767,1204
64351,651.24
3212566,1204
3189421,1204
3152003,1204
3212082,5548.82
3072389,1204
3050681,1354
3187062,1204
3114377,1204
3152026,1841.05
64438,2389.52
3049293,904.1
3072223,775.93
3152064,602
3152000,1204
64351,1037.24
3047984,1204
3213309,1204
3121610,3272.38
3186330,1347.04
3152026,1204
3212975,1204
64245,1113.62
3049246,1204
3152194,812.95
3178715,1204
3152228,1204
91662,29.27
3137110,1204
64718,1128.12
3167338,648.9
3178622,1204
3152139,1260.94
3189005,1204
91671,1306.87
3121627,800.57
3167368,1204
3137010,602
3072513,1204
3195025,1204
3121504,60.76
3136932,1824.12
64604,338.18
3137050,723.74
3072342,1835.75
3167353,1204
64163,5187.98
3208082,1204
3186413,1266.04
3137013,3187.92
3167396,4686.79
3137123,935.79
3047984,1204
64501,727.04
3152251,1204
3152211,3812.07
3049246,602
3198960,2466.98
3207021,1204
3136870,1204
3136912,1204
3212967,853.08
3072216,1204
177536,1053.06
3121556,419
3152155,4557.75
3182419,62.01
3175508,1204
3176420,1204
91676,1551.58
3167357,1204
3176404,76.01
3051063,1204
64376,3773.57
3213659,1204
3072478,1204
3072354,602
3152239,1204
3152035,602
3186712,515.2
3164967,1369.76
64456,1428.12
3145644,1204
3212901,1204
3145529,1893
3120394,2228.44
3156674,2030.37
64421,905.7
3197863,1204
3070210,406.89
3047305,2882.82
3203991,1204
3181411,1204
3049796,1204
3047657,47.53
3175772,380.51
3213087,1204
3212436,77.11
91820,1633.71
3171039,602
3120378,1204
3120422,1204
3120322,625.33
3069848,34.92
3179116,1204
64373,1128.12
3164968,1204
3069887,1204
3145555,1204
64231,2032.99
3145653,77.99
3164894,1204
3069990,507.53
3164922,77.99
3145527,1200.01
3164853,742.69
3185937,602
64476,1166.54
3171013,1204
3145594,2899.47
3171056,121.33
3164955,602
91752,1128.12
3094691,1204
3049873,1204
3069889,1204
3181890,1204
21825,1085.44
3175897,1204
3069919,1204
3182850,225.32
3069899,1574
3120436,861.98
157675,573.45
3131621,1204
3070125,304.83
3173708,1204
3070143,1980.67
3211305,1247.15
3070128,602
3156653,862.32
82711,70.74
3191164,1204
3131409,5200
3048396,1204
3145835,1204
3131517,1204
3097641,602
3208643,1204
3092078,10653
3191176,1344.55
3161642,1204
3092008,7564.91
3056349,432.82
168497,639.28
3056122,1204
3153948,2347.37
3161710,1204
3139998,1204
3145824,1204
3056488,614.32
3153801,1204
3185101,838.45
3172099,762.13
3110870,1204
3153825,4998.67
3056363,2357.24
3120443,1204
3056138,1204
3120562,1204
3161660,1204
3191162,2871.68
3168535,1412.89
3056401,1204
3161740,37547.19
3206019,1204
3153902,1204
3172129,1204
3110906,126.85
3145840,1940.31
3145927,76
3161750,805.67
3172150,127
3131459,2019.11
3145920,1048.7
3172117,598.63
3110805,1913.01
3153966,1204
3161697,637.56
3172124,341.18
3172027,877.95
3097612,1204
3212785,1204
3168643,1204
3174646,1204
3056330,1204
46796,1128.12
3161526,2027.01
3174636,3750.13
3153801,1204
3056147,1204
3196096,602
3056073,1204
3174620,1129.37
3168669,1204
3188053,1204
132048,1128.12
3174646,1204
3153948,765.46
3139921,1204
3168743,1204
3203891,602
3172153,1204
3168732,1204
3110886,150
46885,1128.12
3168688,1204
3174540,2834.64
3056401,2204
3161715,442.41
3168706,1204
3139886,1204
46683,6447.85
3120516,1204
3176984,393.75
3056172,788.27
3056343,1204
3174516,1204
3168725,1204
3056505,1204
3086911,536.32
3196833,4575.23
3201678,602
3051819,4472.29
3111156,1204
3199013,9632.47
3200955,1688.7
77363,499.18
3051753,912
3140577,1204
3049106,1204
169940,1128.12
3111268,353.2
3140583,197.35
3163489,602
3140713,1204
160201,89.18
3163497,715.17
3205989,92.63
3140484,1204
3163494,183.87
145723,1128.12
3140534,72.43
3185483,544.93
3115611,1204
3189913,1204
3140713,93.29
3086966,1204
3181979,11213.52
3140729,1204
3115657,4365.84
160750,1128.12
3051714,1001.65
3111278,602
3140734,2446.87
131509,2459.8
3213481,2408
3140457,1204
3115683,71.76
3193366,1204
3211177,1204
3140544,1503.51
3086880,37622
3191922,496.35
3176302,1204
164717,68.03
3115692,152.45
3140690,106.48
3204478,3582.79
3051945,1204
3194828,1204
3163576,2458.77
46849,2145.65
3163526,316.4
3140623,2704
3197371,218.79
3204475,1204
3140778,1204
3163604,68.77
3063870,1204
3063707,4057.19
3063448,586.63
3063354,602
3063870,2009.04
3063947,3004.75
3063909,3204
140954,277.5
3063473,1774.53
3063354,43160
46886,2030.28
3063415,398.7
3119498,1204
3063749,3019.59
3063873,3239.07
3063808,1204
3119501,602
18037,1128.12
3063998,1204
3119464,1204
3048043,1414.11
3105775,602
3156898,1204
3157055,106.25
3123082,602
3193911,1204
3105775,602
3157077,1204
3045922,19071.38
46872,1128.12
3054305,1284.13
3123203,1204
3123072,78.93
3161396,1204
3054303,4610.14
3184074,602
3161347,1204
3184228,47.96
3161408,227
3203110,162.86
3085814,408.56
3105789,65100
146097,1128.12
3105791,1204
3123082,333.88
3157114,1204
3198735,1204
126787,1128.12
3105745,1204
3156965,1204
3156945,575.4
46859,114.54
3162203,1204
3147528,1204
3129935,92.13
3162148,1204
3171428,1204
164644,2268.94
3099378,1204
3162245,1695.66
3129839,1204
3171428,680.36
3171456,1204
3129824,3706.74
3162259,1204
3099495,2486.55
3171445,602
3162268,1204
3171467,1204
3099439,1204
3083798,76
3082483,1204
3105294,2865.56
3074367,1291.06
3065382,1204
3065305,218.46
3060031,1323
3059946,208472.6
3096887,1204
3082547,1461.26
3159322,1204
151518,1128.12
3145064,898.11
3144824,819.05
3060017,530.88
3074427,1204
3096839,1204
3144971,778.91
3130600,602
3082321,1204
3086238,1204
3130518,1204
82779,227.75
3096912,2918.55
3159470,1518.31
3065276,1204
3159450,111.2
46916,1128.12
3117232,1391.71
3082299,3848.76
154757,1128.12
3060035,1204
3144926,298.23
3065257,1204
3159478,489.16
46553,1128.12
3096925,1204
3096810,1204
3117111,1278
46620,35.92
3082384,746.74
3117093,1204
3082421,1204
46839,1128.12
3117224,1204
3159473,979.46
3082266,563.6
3059899,2057.8
46607,1128.12
3117273,602
21343,1128.12
3159491,1204
3130581,1204
3096955,66.37
3060001,1204
3065040,1380.23
3065584,1204
3059938,1204
3074474,7777
3082305,1204
3074600,1204
3159469,74
3159472,2081.89
3159463,4038.34
3159347,207.13
82737,513.78
3117050,1204
3086282,1204
3145003,493.57
3082446,424
3074623,1204
3130630,1204
3159363,1204
3156265,1204
3156096,1204
3102612,1799.32
3102534,3852.07
3078368,1127.41
3078489,2319.24
3156096,1204
3078371,1204
158437,1128.12
3102505,1501.03
3156247,41.26
3078318,1052.45
3156245,1771
3156234,925.76
3213220,97.38
144923,1128.12
3156145,1204
3078277,1204
3163177,1204
3078169,2000
