ID,overall,potential,value,wage,nationality,position,age,preferred_foot
231664,66,71,600000,1000,Colombia,GK,26,Right
176368,66,66,350000,2000,Korea Republic,RB,32,Right
242672,66,69,675000,4000,Serbia,LCB,25,Right
244208,66,73,900000,3000,Spain,RM,22,Right
244464,66,75,1000000,6000,Ecuador,LS,23,Right
192496,66,68,650000,11000,England,CB,26,Right
211953,66,67,525000,2000,Germany,GK,28,Right
229873,66,74,825000,4000,Denmark,RWB,20,Right
232177,66,67,750000,1000,Nigeria,ST,27,Right
233457,66,69,825000,3000,Korea Republic,RM,24,Right
236273,66,74,800000,4000,Croatia,RWB,23,Right
240625,66,73,925000,1000,Italy,ST,24,Right
242673,66,71,850000,4000,Georgia,CAM,24,Right
228082,66,78,1000000,8000,Germany,CDM,20,Left
229362,66,70,700000,4000,Turkey,CB,25,Right
232946,66,66,675000,4000,Japan,LM,27,Right
172786,66,66,625000,2000,Italy,CAM,29,Right
191218,66,66,375000,2000,Canada,LCB,32,Right
208371,66,66,650000,1000,Sweden,CM,27,Left
211955,66,67,625000,2000,Germany,RDM,26,Right
216051,66,66,400000,4000,Argentina,ST,33,Right
164339,66,66,400000,3000,Czech Republic,ST,33,Right
238067,66,84,1300000,7000,Italy,CAM,18,Left
215028,66,66,625000,4000,Argentina,LCM,29,Right
243956,66,69,675000,3000,Croatia,CDM,26,Right
192500,66,70,575000,1000,Norway,GK,26,Right
238069,66,76,900000,4000,Argentina,RB,21,Right
112373,66,66,150000,1000,France,GK,35,Right
245237,66,74,900000,2000,Chile,RCM,19,Right
188405,66,66,500000,2000,Bosnia Herzegovina,CAM,32,Right
188917,66,68,650000,2000,Norway,CB,26,Left
210422,66,69,550000,2000,Poland,GK,27,Right
211702,66,67,600000,2000,Germany,RCB,27,Right
223222,66,66,375000,4000,France,CB,32,Right
241910,66,68,650000,2000,Norway,CB,26,Left
189942,66,66,525000,1000,Italy,CB,28,Right
198135,66,66,525000,3000,Curacao,CB,28,Right
227575,66,66,675000,5000,Colombia,RM,27,Right
232439,66,77,950000,1000,Italy,RB,22,Right
233463,66,71,875000,2000,Norway,ST,25,Right
234231,66,75,850000,2000,Cameroon,CB,23,Right
239351,66,75,975000,5000,Germany,CM,21,Right
200952,66,66,625000,1000,Germany,CAM,29,Right
227832,66,74,825000,2000,Ivory Coast,CB,22,Right
183544,66,71,850000,4000,Republic of Ireland,CAM,24,Left
200953,66,66,675000,2000,Germany,RM,27,Right
209401,66,75,850000,9000,Netherlands,RB,23,Right
225273,66,74,825000,4000,Denmark,RWB,21,Right
177657,66,66,425000,2000,Norway,CB,31,Left
200954,66,69,825000,4000,Germany,ST,25,Right
201978,66,71,875000,3000,Poland,ST,24,Right
206074,66,70,700000,1000,Italy,CB,24,Right
212986,66,68,800000,4000,Brazil,ST,26,Left
246010,66,76,800000,2000,Spain,GK,22,Right
187898,66,66,650000,2000,Sweden,LW,28,Right
211195,66,70,700000,2000,Netherlands,LB,24,Left
227835,66,72,875000,5000,Sweden,LCM,21,Right
233467,66,67,775000,2000,Costa Rica,RW,25,Left
244731,66,78,1100000,1000,Ukraine,ST,19,Right
246011,66,79,1200000,2000,Spain,RM,21,Right
212988,66,70,700000,2000,Poland,RDM,25,Right
215036,66,76,1000000,2000,Chile,CM,22,Right
220156,66,73,925000,4000,Uruguay,ST,24,Right
158716,66,66,475000,10000,Wales,CM,32,Right
226044,66,69,0,0,Bolivia,,23,Right
228348,66,70,675000,2000,Morocco,LB,25,Right
234748,66,70,600000,1000,Korea Republic,GK,24,Right
200957,66,72,875000,2000,Greece,RM,24,Right
207613,66,66,650000,3000,Uruguay,CM,27,Right
210941,66,72,650000,1000,Korea Republic,GK,24,Right
211453,66,66,0,0,Egypt,ST,29,Right
219133,66,68,650000,2000,Peru,LWB,25,Left
232189,66,80,1300000,3000,Chile,LCB,21,Right
239357,66,69,825000,4000,Austria,RM,24,Right
243197,66,67,500000,3000,Austria,GK,27,Right
205054,66,67,750000,15000,Scotland,LB,26,Left
208638,66,69,675000,3000,Spain,RB,25,Right
214270,66,66,675000,2000,Chile,ST,28,Right
229118,66,72,875000,2000,Netherlands,CM,23,Right
233470,66,68,775000,3000,Spain,LM,25,Right
241406,66,75,0,0,Ecuador,CM,22,Right
53502,66,66,270000,2000,Finland,CM,35,Left
224511,66,73,750000,4000,Argentina,RWB,24,Right
232191,66,66,450000,2000,Korea Republic,GK,28,Right
234239,66,72,900000,2000,France,RW,21,Left
237823,66,80,1400000,2000,Japan,LM,19,Right
243968,65,69,700000,3000,Belgium,LM,24,Right
186112,65,65,550000,6000,England,ST,28,Right
200449,65,65,300000,2000,Scotland,CB,32,Right
221441,65,68,675000,3000,Argentina,RM,25,Right
227329,65,75,875000,4000,Spain,LM,21,Left
236545,65,65,425000,6000,Brazil,RB,28,Right
188417,65,65,400000,3000,Uruguay,RM,32,Right
225282,65,75,675000,3000,Argentina,GK,22,Right
235266,65,86,1000000,3000,Germany,GK,18,Left
244482,65,73,675000,1000,Italy,RB,23,Right
207619,65,66,500000,2000,Guyana,CDM,27,Right
156675,65,65,350000,2000,Scotland,RCB,31,Left
228867,65,74,725000,4000,Argentina,CDM,22,Right
229891,65,73,700000,5000,Norway,CDM,20,Right
232195,65,67,550000,1000,Colombia,LDM,26,Right
239363,65,75,775000,5000,Ivory Coast,CB,21,Right
246275,65,74,850000,5000,Spain,RM,20,Right
221700,65,68,475000,2000,Korea Republic,GK,26,Right
230404,65,65,475000,4000,Brazil,CB,26,Right
180740,65,65,220000,1000,Australia,LCB,33,Left
236037,65,71,750000,7000,Netherlands,CAM,22,Right
206086,65,70,600000,4000,England,LB,22,Left
225542,65,74,825000,2000,England,CM,21,Left
225798,65,72,775000,2000,Turkey,RM,21,Right
165894,65,65,425000,3000,Korea Republic,ST,32,Right
237574,65,74,850000,7000,Ghana,ST,21,Right
244230,65,79,1100000,1000,Hungary,CAM,18,Left
193798,65,65,575000,16000,Republic of Ireland,ST,27,Right
203015,65,65,425000,2000,Korea Republic,CB,29,Right
211463,65,67,675000,4000,Northern Ireland,ST,25,Right
229383,65,72,650000,3000,Netherlands,LB,21,Left
238599,65,65,575000,1000,Germany,LM,27,Right
211720,65,65,525000,3000,Germany,RCM,29,Right
214280,65,74,700000,1000,Chile,LB,22,Left
221704,65,74,625000,1000,Colombia,GK,23,Right
239368,65,79,1000000,2000,Netherlands,LB,18,Left
241928,65,81,1100000,2000,Belgium,RCM,18,Right
220937,65,71,625000,3000,Argentina,RB,24,Right
221705,65,74,825000,3000,England,CM,22,Right
238089,65,75,875000,2000,Korea Republic,RW,21,Right
242185,65,73,675000,2000,Uruguay,CB,22,Right
181001,65,65,270000,2000,United States,GK,33,Right
204554,65,65,475000,3000,England,RCB,26,Right
118794,65,65,220000,9000,England,GK,34,Left
190474,65,65,450000,4000,Iceland,CDM,28,Left
171019,65,65,40000,2000,Republic of Ireland,GK,38,Right
244235,65,77,950000,2000,Nigeria,RW,19,Right
184587,65,65,550000,1000,Poland,RM,28,Right
210700,65,65,525000,7000,Saudi Arabia,CM,28,Right
214028,65,65,575000,1000,Colombia,ST,27,Right
221964,65,67,450000,2000,China PR,GK,27,Right
223756,65,75,750000,3000,Germany,LDM,23,Right
161804,65,65,60000,2000,Mexico,RB,36,Right
219661,65,70,600000,3000,Poland,LB,23,Left
222477,65,74,825000,3000,England,LCM,20,Right
180749,65,65,350000,3000,Australia,LCB,31,Right
209166,65,65,300000,5000,Saudi Arabia,GK,32,Right
214030,65,75,750000,1000,Colombia,CDM,22,Right
163342,65,65,475000,3000,Republic of Ireland,ST,31,Right
110606,65,65,70000,1000,Northern Ireland,GK,36,Right
242958,65,77,825000,1000,Germany,CB,19,Right
244238,65,78,900000,1000,Slovenia,CDM,19,Right
244750,65,69,700000,2000,Bosnia Herzegovina,RCM,24,Right
184334,65,65,500000,2000,Korea Republic,CM,30,Right
221711,65,66,525000,2000,United States,RB,26,Right
231951,65,74,850000,10000,England,LW,21,Right
243983,65,67,525000,7000,Algeria,RCB,27,Right
199440,65,66,500000,4000,Austria,CB,27,Left
205072,65,69,600000,1000,Denmark,LCM,25,Right
224528,65,68,550000,4000,Turkey,LB,26,Left
192528,65,65,375000,2000,Canada,CB,31,Right
202769,65,65,575000,4000,Norway,LS,27,Left
204817,65,67,525000,2000,Belgium,LB,26,Left
207633,65,70,500000,8000,Denmark,GK,26,Left
212753,65,73,800000,2000,Australia,CAM,22,Right
220433,65,70,525000,2000,Spain,GK,24,Left
167697,65,65,400000,1000,Republic of Ireland,CM,32,Left
244497,65,81,1200000,1000,Brazil,RM,19,Left
205586,65,68,700000,7000,England,ST,24,Right
213778,65,66,625000,2000,Norway,ST,27,Right
228882,65,77,950000,5000,Italy,CM,21,Right
230418,65,65,400000,4000,Brazil,CDM,30,Right
242194,65,65,425000,3000,Uruguay,LB,28,Left
211987,65,72,650000,3000,Germany,LDM,24,Right
223763,65,71,0,0,India,RCB,24,Right
227859,65,69,675000,2000,Korea Republic,CM,25,Right
242195,65,78,900000,1000,United States,RCB,19,Right
183827,65,65,350000,1000,Germany,GK,30,Right
239380,65,77,950000,3000,Netherlands,LW,19,Right
216597,65,68,450000,1000,Namibia,GK,27,Right
237333,65,77,925000,3000,Belgium,RCM,19,Right
245013,65,68,675000,2000,Georgia,CAM,25,Right
188181,65,65,300000,3000,England,LB,32,Left
202518,65,65,550000,4000,Austria,RCM,28,Right
149270,65,65,220000,3000,Australia,CDM,33,Right
219158,65,68,550000,1000,Colombia,LCB,25,Left
239894,65,76,925000,6000,Mali,CM,21,Left
200471,65,66,625000,2000,Nigeria,ST,27,Right
203287,65,66,650000,3000,Wales,ST,24,Right
207895,65,65,425000,1000,Germany,CDM,29,Right
212247,65,72,550000,1000,Germany,GK,22,Right
213271,65,67,550000,1000,Senegal,RB,25,Right
228375,65,74,725000,2000,Argentina,CDM,22,Left
169495,65,65,500000,2000,Italy,LM,30,Right
212248,65,72,775000,4000,Germany,LS,23,Right
228632,65,68,675000,1000,Germany,RM,24,Right
172568,65,65,500000,2000,Denmark,RCM,30,Right
239128,65,67,525000,4000,Belgium,RB,26,Right
245528,65,71,750000,3000,Spain,ST,23,Right
200217,65,66,525000,6000,Mexico,RB,26,Right
209177,65,65,400000,5000,Saudi Arabia,RWB,30,Left
229657,65,71,625000,3000,Croatia,RB,24,Right
241689,65,82,1100000,4000,Germany,RM,17,Right
189721,65,65,525000,2000,Iceland,CAM,29,Right
191257,65,65,350000,4000,Germany,ST,33,Right
210970,65,71,725000,2000,Ghana,CM,24,Right
215066,65,68,550000,4000,Argentina,LB,26,Left
157978,65,65,160000,1000,Mali,RCB,34,Right
229402,65,68,450000,1000,Chile,GK,27,Right
235546,65,75,750000,5000,Croatia,CB,22,Right
240922,65,75,875000,5000,Spain,RS,20,Right
206107,65,70,600000,4000,Turkey,CDM,25,Right
211227,65,68,550000,3000,Poland,CDM,26,Right
181787,65,65,475000,4000,China PR,LW,31,Right
190235,65,66,525000,3000,England,RB,26,Right
204316,65,66,650000,5000,Korea DPR,RW,25,Right
205596,65,70,600000,6000,England,LB,24,Left
191260,65,65,400000,6000,Saudi Arabia,LB,30,Left
194076,65,65,525000,2000,Spain,ST,30,Right
200989,65,65,375000,1000,Germany,GK,29,Right
246045,65,82,1100000,3000,Argentina,LW,17,Right
207646,65,69,575000,3000,Republic of Ireland,RB,23,Right
207902,65,65,550000,2000,Poland,ST,28,Right
214046,65,68,550000,1000,Colombia,CDM,27,Right
223007,65,79,1100000,4000,Italy,RCB,21,Right
228639,65,74,850000,4000,Belgium,ST,21,Right
232991,65,67,650000,3000,Japan,LCM,26,Right
243231,65,76,925000,6000,Zambia,CM,20,Right
243743,65,67,650000,1000,Germany,LCM,25,Right
185119,65,65,525000,2000,Montserrat,CM,28,Right
207904,65,65,575000,3000,Poland,LM,26,Right
208417,65,65,525000,2000,Korea Republic,RW,29,Right
212513,65,77,950000,9000,England,RM,22,Right
223265,65,70,625000,2000,Scotland,CB,24,Right
232225,65,78,1100000,3000,Germany,LS,20,Left
170785,65,65,325000,3000,Switzerland,GK,31,Right
202787,65,66,500000,2000,United States,RB,27,Right
165667,65,65,475000,2000,Poland,LM,31,Left
245795,65,74,850000,4000,Nigeria,LW,21,Left
204324,65,71,750000,2000,Scotland,LS,23,Right
208676,65,65,575000,3000,Australia,LW,26,Right
231972,65,65,550000,4000,Japan,ST,28,Right
237348,65,65,300000,1000,Sweden,CDM,32,Left
202533,65,67,550000,2000,Republic of Ireland,RB,25,Right
228645,65,71,750000,5000,Germany,ST,24,Right
175141,65,65,130000,1000,Gabon,GK,35,Right
243237,65,79,1000000,5000,Italy,LB,19,Left
202534,65,66,625000,2000,Norway,LM,26,Right
137510,65,65,210000,4000,Netherlands,LB,33,Left
157734,65,65,325000,6000,Finland,GK,31,Right
233510,65,85,1100000,13000,Netherlands,RW,18,Left
245030,65,65,525000,4000,Paraguay,ST,30,Right
189734,65,65,70000,1000,Italy,CB,36,Right
138279,65,65,240000,2000,England,LM,35,Left
203815,65,66,425000,2000,France,GK,29,Right
209447,65,65,575000,3000,Curacao,LW,26,Right
203048,65,66,525000,3000,England,RB,26,Right
211240,65,65,575000,2000,Algeria,CAM,26,Right
227880,65,66,500000,4000,England,LCB,27,Left
231976,65,69,600000,2000,United States,CB,25,Right
244008,65,69,600000,2000,Brazil,CB,22,Right
244520,65,67,650000,1000,Italy,RDM,25,Right
188968,65,66,425000,3000,Argentina,GK,29,Right
209961,65,70,725000,1000,Germany,ST,25,Right
224297,65,75,750000,1000,Australia,LB,21,Left
236585,65,73,775000,1000,Korea Republic,ST,19,Right
107305,65,65,70000,1000,France,RCB,37,Right
244521,65,69,700000,3000,Turkey,LW,24,Left
246057,65,74,0,0,Ecuador,LCM,21,Right
214314,65,65,220000,1000,Colombia,GK,34,Right
236586,65,77,975000,1000,Korea Republic,RCB,20,Right
186922,65,65,400000,3000,Denmark,LB,29,Left
206635,65,65,450000,2000,United States,RB,27,Right
207659,65,66,625000,5000,Austria,RF,26,Right
214315,65,65,220000,1000,Colombia,CDM,33,Right
170027,65,65,375000,3000,Northern Ireland,LCB,31,Right
236843,65,81,1200000,2000,United States,RW,20,Left
239403,65,73,675000,2000,Spain,RB,21,Right
244523,65,79,1100000,18000,Spain,CB,20,Left
197932,65,65,575000,3000,Ghana,LS,27,Right
205868,65,66,0,0,Bulgaria,LW,26,Right
224300,65,72,650000,2000,Poland,LB,22,Right
243756,65,66,525000,2000,Spain,RB,26,Right
209965,65,66,650000,3000,Switzerland,LS,26,Right
152621,65,65,300000,4000,Norway,CB,32,Right
183597,65,65,220000,6000,Germany,GK,34,Right
205870,65,67,500000,2000,Spain,CB,28,Left
219950,65,72,650000,1000,Sweden,RCB,22,Right
224046,65,65,400000,1000,Croatia,CB,30,Right
238126,65,73,775000,6000,Spain,CM,23,Left
240942,65,73,700000,2000,Spain,CDM,21,Right
190254,65,65,475000,4000,England,LS,31,Right
241967,65,72,750000,4000,Germany,RW,22,Right
223792,65,71,550000,3000,Austria,GK,24,Right
225072,65,72,650000,7000,England,RB,21,Right
233520,65,72,750000,5000,Turkey,CAM,23,Right
235568,65,74,825000,2000,France,CM,22,Right
213553,65,70,725000,2000,England,ST,23,Right
214065,65,65,550000,1000,Chile,LM,28,Left
232753,65,65,300000,2000,Japan,CDM,32,Right
243249,65,78,950000,2000,Netherlands,CM,18,Right
246065,65,72,0,0,Bolivia,LCB,20,Right
193073,65,65,220000,4000,England,RCB,33,Right
197170,65,68,675000,11000,England,LM,25,Right
214578,65,67,450000,1000,Colombia,GK,28,Right
236850,65,71,725000,1000,Colombia,LW,24,Right
181298,65,65,400000,2000,Sweden,CB,30,Right
225075,65,72,775000,6000,Germany,RS,23,Right
231219,65,75,750000,4000,Argentina,CDM,22,Right
242739,65,72,750000,2000,United States,LM,22,Right
183347,65,65,375000,8000,Canada,GK,29,Right
214836,65,65,575000,3000,Chile,LM,27,Left
238900,65,79,1200000,5000,Bosnia Herzegovina,ST,20,Right
242228,65,72,650000,3000,Uruguay,RB,23,Right
189492,65,65,550000,11000,England,CM,27,Right
221493,65,68,550000,2000,Korea Republic,RB,25,Right
244789,65,72,750000,1000,Czech Republic,CAM,23,Left
189237,65,65,400000,4000,Austria,LB,29,Left
240694,65,78,1000000,1000,France,LM,19,Right
244790,65,73,800000,1000,Nigeria,RM,22,Right
184630,65,65,350000,8000,England,GK,30,Right
201527,65,68,550000,3000,Denmark,RWB,26,Right
228151,65,75,850000,14000,Republic of Ireland,CDM,22,Right
229175,65,73,675000,2000,Germany,LB,22,Left
237368,65,76,825000,4000,France,CB,20,Right
239928,65,69,600000,3000,Germany,RCB,23,Right
244792,65,65,425000,1000,Slovakia,CDM,29,Right
138297,65,65,325000,2000,El Salvador,RM,33,Left
211001,65,69,575000,2000,Spain,CDM,26,Right
219449,65,72,750000,1000,Montenegro,RDM,22,Left
234553,65,76,825000,2000,Brazil,CDM,21,Left
239417,65,65,300000,1000,Germany,CB,32,Right
187193,65,65,450000,13000,Mexico,CB,28,Right
224570,65,69,725000,2000,Canada,ST,24,Right
230458,65,65,475000,5000,Brazil,CDM,26,Right
232250,65,79,1200000,13000,England,CM,21,Left
242490,65,75,850000,1000,Colombia,LDM,22,Left
204091,65,65,575000,1000,Spain,CAM,27,Right
206139,65,70,600000,2000,Cameroon,LCB,25,Right
210747,65,70,600000,2000,Spain,LB,23,Left
214587,65,65,220000,1000,Chile,GK,34,Right
241467,65,80,1200000,23000,Argentina,LW,20,Right
181307,65,65,475000,1000,Sweden,CAM,31,Right
192315,65,65,325000,2000,Brazil,LW,33,Right
204860,65,66,650000,6000,England,ST,26,Right
214588,65,65,350000,1000,Chile,RB,31,Right
231484,65,78,1100000,1000,Chile,ST,20,Right
237116,65,74,725000,2000,United States,CB,22,Right
182844,65,65,130000,2000,Poland,CDM,35,Right
186172,65,65,450000,4000,Republic of Ireland,CB,27,Left
204349,65,66,425000,3000,Bosnia Herzegovina,GK,29,Right
206653,65,70,725000,3000,England,RM,23,Right
17725,65,65,70000,2000,Northern Ireland,CB,38,Right
192317,65,70,525000,4000,England,GK,25,Left
208958,65,65,325000,5000,Saudi Arabia,GK,31,Left
221502,65,72,775000,2000,Canada,ST,22,Left
200255,65,65,550000,1000,Netherlands,LM,28,Right
205887,65,72,775000,12000,England,RS,23,Right
206399,65,65,400000,1000,FYR Macedonia,RB,30,Right
226879,65,65,575000,1000,Colombia,LM,26,Right
231743,65,76,950000,4000,England,ST,20,Right
229440,65,67,525000,1000,Chile,CB,27,Right
231488,65,65,575000,2000,Nigeria,RW,26,Right
239936,65,78,1000000,2000,Chile,ST,19,Right
193344,65,65,550000,4000,Switzerland,LM,28,Left
165185,65,65,425000,6000,Wales,ST,32,Right
231489,65,65,325000,1000,Guinea,GK,31,Right
243521,65,75,750000,3000,Argentina,LB,20,Left
212546,65,69,575000,2000,Suriname,RB,23,Right
213314,65,72,550000,1000,Korea Republic,GK,24,Right
219458,65,65,575000,3000,England,RM,27,Right
199491,65,67,550000,2000,Spain,LB,25,Left
216387,65,67,675000,3000,Germany,ST,25,Right
232003,65,65,130000,1000,Colombia,GK,35,Right
237635,65,73,800000,2000,Germany,RM,22,Right
244547,65,71,550000,1000,Italy,GK,22,Left
217156,65,65,70000,2000,China PR,GK,36,Right
226628,65,66,500000,5000,Bosnia Herzegovina,RCB,27,Right
202053,65,68,675000,5000,Japan,RM,25,Right
203845,65,65,450000,2000,Netherlands,LB,27,Left
204101,65,65,575000,1000,Germany,RM,27,Right
227909,65,70,525000,2000,United States,GK,25,Right
237893,65,72,650000,2000,Netherlands,RB,20,Right
240453,65,81,1000000,2000,France,CB,18,Left
244037,65,74,850000,1000,Italy,CAM,21,Right
180293,65,65,150000,3000,Korea Republic,LB,34,Left
224070,65,68,700000,3000,Greece,ST,24,Right
239686,65,73,675000,1000,Germany,RCB,21,Right
245062,65,69,575000,3000,Paraguay,CB,26,Right
188230,65,65,425000,2000,France,LM,32,Right
221511,65,66,650000,2000,Finland,LS,26,Left
163143,65,65,160000,3000,Republic of Ireland,CDM,34,Right
230983,65,67,650000,1000,Italy,RDM,25,Right
239431,65,67,550000,1000,South Africa,LB,25,Left
243015,65,73,675000,2000,Mexico,LCB,23,Right
217160,65,66,625000,3000,China PR,RDM,26,Left
221768,65,65,450000,4000,Austria,CB,28,Right
239944,65,71,750000,1000,Finland,RM,23,Right
193608,65,65,575000,3000,England,RCM,26,Right
203849,65,69,500000,2000,United States,GK,25,Right
211785,65,72,650000,2000,Australia,LB,23,Left
235849,65,80,1100000,1000,Mali,CDM,20,Right
239945,65,75,875000,7000,Mexico,CM,20,Right
240969,65,83,1100000,2000,Argentina,ST,18,Right
226122,65,70,725000,2000,Curacao,ST,23,Right
231498,65,69,600000,2000,Sweden,CM,25,Right
200779,65,70,725000,3000,England,RS,23,Left
223819,65,71,725000,1000,Spain,LM,24,Left
226123,65,71,750000,4000,Argentina,LM,23,Right
238923,65,71,750000,1000,Germany,RM,23,Right
200780,65,69,700000,2000,England,RCM,24,Right
209740,65,65,120000,2000,Tunisia,RB,35,Right
107084,65,65,270000,5000,Austria,GK,33,Right
199245,65,66,425000,5000,Mexico,GK,27,Right
200525,65,68,475000,6000,England,GK,26,Right
206157,65,65,220000,2000,Kenya,CB,33,Right
214093,65,65,70000,1000,Colombia,LDM,38,Right
224589,65,70,600000,1000,France,LB,23,Left
232269,65,68,675000,2000,Korea Republic,LW,25,Right
241741,65,76,925000,1000,Morocco,CAM,20,Right
183885,65,65,525000,2000,Sweden,CM,28,Right
224590,65,73,775000,2000,France,CM,23,Right
226382,65,66,500000,3000,Argentina,CDM,27,Right
239438,65,75,750000,1000,Zimbabwe,CB,22,Left
244046,65,69,725000,2000,Cape Verde,ST,24,Right
219471,65,65,400000,3000,Senegal,CB,30,Right
219727,65,65,550000,1000,Italy,ST,28,Right
230223,65,65,400000,4000,Brazil,CB,30,Right
245583,65,72,750000,2000,Spain,RM,22,Right
223056,65,72,750000,3000,Spain,LW,23,Left
227920,65,77,975000,7000,Belgium,LM,20,Right
235856,65,70,525000,1000,France,GK,23,Right
246608,65,75,875000,20000,Spain,CM,21,Right
232785,65,69,725000,2000,Japan,ST,24,Right
240465,65,75,775000,2000,Spain,CB,21,Right
246098,65,71,625000,2000,Brazil,RB,22,Right
189010,65,65,425000,2000,Poland,RCM,29,Right
203347,65,65,575000,1000,Norway,LW,27,Left
204883,65,69,500000,4000,France,GK,24,Left
214099,65,71,750000,4000,Denmark,CAM,23,Right
225363,65,71,750000,3000,Portugal,RM,23,Left
233043,65,65,425000,1000,Colombia,LDM,29,Right
193875,65,65,450000,2000,Australia,RB,27,Right
210772,65,70,525000,2000,Germany,GK,25,Right
148564,65,65,325000,3000,Poland,LM,33,Right
240212,65,68,475000,2000,Montenegro,GK,25,Right
181844,65,65,425000,6000,China PR,RW,32,Left
189780,65,65,425000,1000,Italy,LB,28,Right
208983,65,65,425000,3000,Germany,RB,28,Right
235095,65,72,650000,1000,Colombia,CDM,22,Right
239703,65,72,750000,1000,Congo,LM,23,Right
118359,65,65,250000,2000,Scotland,ST,35,Right
208984,65,65,550000,2000,Germany,RM,28,Right
223320,65,65,400000,4000,Turkey,RB,30,Right
238936,65,70,725000,1000,Germany,RM,22,Right
215129,65,66,625000,1000,Chile,LDM,26,Left
225625,65,74,700000,3000,England,LB,22,Right
240729,65,75,775000,1000,France,CDM,20,Right
199002,65,70,700000,4000,Australia,CM,25,Right
213338,65,65,575000,2000,Sweden,RM,26,Left
214362,65,68,675000,1000,Colombia,LM,24,Left
221018,65,69,600000,1000,Germany,CB,24,Right
231514,65,68,675000,2000,Sweden,CM,25,Right
245850,65,65,525000,1000,Ivory Coast,CAM,29,Right
213595,65,65,210000,1000,Chile,LB,33,Right
225883,65,68,0,0,Paraguay,CM,26,Right
234587,65,68,675000,2000,Chile,LW,24,Left
175963,65,65,425000,2000,Germany,ST,32,Right
244827,65,70,525000,2000,Peru,GK,24,Right
181339,65,65,400000,1000,Gambia,RB,30,Right
183643,65,65,375000,1000,Austria,GK,29,Right
224348,65,67,450000,3000,Argentina,GK,29,Right
241500,65,67,650000,4000,Ecuador,LM,25,Left
244316,65,80,950000,1000,Portugal,GK,19,Right
181852,65,65,280000,4000,China PR,ST,34,Right
204637,65,66,625000,3000,Germany,LM,26,Left
214877,65,74,850000,3000,Norway,RM,21,Right
162397,65,65,400000,1000,Norway,RB,30,Right
233053,65,78,1000000,3000,Bosnia Herzegovina,LM,21,Right
238941,65,71,625000,1000,Slovenia,LB,23,Left
182365,65,65,375000,10000,England,GK,29,Right
238686,65,66,650000,2000,Germany,LS,26,Right
239454,65,75,850000,3000,Mexico,LM,19,Right
197983,65,65,220000,2000,Sweden,LCB,33,Right
219743,65,67,550000,6000,Saudi Arabia,CB,25,Right
224095,65,70,625000,4000,France,CDM,23,Right
229727,65,77,850000,3000,Switzerland,CB,22,Right
213856,65,68,675000,1000,Poland,LM,24,Right
229472,65,73,800000,3000,Germany,LM,21,Right
231264,65,75,875000,4000,Argentina,RM,22,Right
179808,65,65,350000,12000,Mexico,LB,31,Left
198497,65,69,575000,3000,Republic of Ireland,LCB,26,Right
221793,65,71,750000,6000,Ghana,RW,24,Right
210786,65,68,675000,5000,Saudi Arabia,CAM,25,Right
212066,65,66,525000,2000,Korea Republic,LM,26,Left
213090,65,70,600000,5000,Saudi Arabia,LCB,25,Right
219746,65,68,550000,1000,Chile,LB,25,Left
222306,65,66,525000,4000,China PR,LB,26,Left
244834,65,72,775000,1000,Venezuela,ST,23,Right
224099,65,74,700000,8000,England,RB,22,Right
232291,65,65,550000,3000,Sweden,ST,28,Right
237155,65,78,900000,1000,Ivory Coast,LB,19,Left
240227,65,77,825000,1000,France,LDM,19,Left
195427,65,68,700000,4000,England,RS,24,Right
213604,65,65,400000,2000,Chile,RCM,32,Right
219492,65,69,600000,4000,Argentina,CDM,25,Right
241508,65,79,1100000,2000,Denmark,RCM,17,Right
243300,65,65,575000,3000,Brazil,CAM,27,Right
209253,65,65,525000,3000,England,RM,29,Right
225381,65,71,725000,1000,Italy,RCM,23,Right
225893,65,65,0,0,Paraguay,ST,26,Right
229733,65,69,600000,4000,Austria,CB,23,Right
231525,65,75,775000,3000,Argentina,CDM,21,Right
238693,65,65,575000,2000,Germany,LM,27,Right
213094,65,69,575000,2000,New Zealand,RB,25,Right
236390,65,79,1100000,2000,Spain,RB,21,Right
243558,65,71,725000,2000,Spain,CDM,23,Right
187494,65,65,475000,2000,Mexico,RDM,31,Right
218471,65,65,550000,3000,Korea Republic,CM,28,Left
49511,65,65,0,1000,Norway,LCB,40,Left
181095,65,65,525000,1000,Czech Republic,ST,30,Right
210792,65,65,575000,7000,Saudi Arabia,RM,27,Right
225128,65,72,750000,1000,Italy,CM,24,Left
225896,65,65,0,0,Paraguay,LB,30,Left
242280,65,81,1100000,1000,Scotland,CAM,18,Right
218985,65,69,600000,1000,Poland,CDM,24,Right
224361,65,74,825000,2000,England,CM,22,Right
169578,65,65,350000,4000,England,RB,31,Right
241002,65,76,950000,2000,United States,RS,20,Right
189802,65,65,425000,3000,Republic of Ireland,LB,28,Left
199787,65,65,450000,2000,Germany,LDM,28,Right
205419,65,68,550000,2000,Spain,LB,26,Left
213355,65,66,650000,1000,Colombia,LM,25,Right
245099,65,67,525000,4000,Ukraine,CB,26,Left
226924,65,69,600000,3000,Austria,CDM,24,Right
204397,65,68,575000,2000,Netherlands,LCB,25,Left
217709,65,69,575000,2000,Brazil,CB,26,Right
223085,65,68,675000,3000,England,CM,25,Right
229741,65,67,550000,3000,Portugal,LB,25,Left
192365,65,65,550000,2000,Morocco,LW,28,Right
228974,65,71,625000,5000,Spain,CDM,22,Right
